_id,ltable_ID,rtable_ID,ltable_full name,ltable_club,ltable_overall,rtable_full_name,rtable_club,rtable_overall,gold_labels
54147,2950,1615,grant hanley,norwich city,73,alexander tettey,norwich city,73,0
15304,1434,916,donny van de beek,ajax,76,frenkie de jong,ajax,75,0
40215,544,8053,eric fernando botteghin,feyenoord,80,michiel kramer,feyenoord,72,0
66445,2629,7037,helder jorge rodrigues barbosa,akhisar belediyespor,74,petar grbic,akhisar belediyespor,69,0
81373,2324,8688,tiago alves sales,shimizu s-pulse,74,tiago alves sales,shimizu s-pulse,74,1
51870,2428,1229,afonso rebeiro figueiredo,stade rennais fc,74,firmin ndombe mubele,stade rennais fc,74,0
55241,3200,1697,zinedine machach,toulouse football club,73,zinedine machach,toulouse football club,73,1
77259,3192,8460,diego gonzalez polanco,malaga cf,73,diego gonzalez polanco,malaga cf,73,1
39383,938,9384,paulo andre rodrigues oliveira,sd eibar,78,paulo andre rodrigues oliveira,sd eibar,78,1
78895,2318,8518,alejandro martinez sanchez,granada cf,74,darwin machis,granada cf,74,0
16017,931,312,gerard moreno balaguero,rcd espanyol,78,gerard moreno balaguero,rcd espanyol,80,0
56614,3486,1898,josef sural,sparta praha,72,josef sural,sparta praha,72,1
48756,3681,399,tobias pereira figueiredo,sporting cp,72,seydou doumbia,sporting cp,79,0
1821,10,7,eden hazard,chelsea,90,eden hazard,chelsea,91,1
81001,3437,7911,fabien lemoine,fc lorient,72,fabien lemoine,fc lorient,72,1
18344,1761,1098,nicolas spolli,genoa,75,nicolas spolli,genoa,75,1
49975,3186,1476,guido rodriguez,club america,73,guido rodriguez,club america,73,1
7844,996,535,andre gomes magalhaes almeida,sl benfica,78,andreas samaris,sl benfica,78,0
81556,2733,7715,daniel montenegro,club atletico huracan,73,federico mancinelli,club atletico huracan,71,0
12867,604,797,igor denisov,lokomotiv moscow,79,dmitriy tarasov,lokomotiv moscow,76,0
9014,442,317,marcelo antonio guedes filho,olympique lyonnais,81,mariano diaz mejia,olympique lyonnais,80,0
51325,3762,1795,jonathan renato barbosa,fc girondins de bordeaux,72,jonathan renato barbosa,fc girondins de bordeaux,72,1
11061,1716,1156,emiliano moretti,torino,75,emiliano moretti,torino,75,1
42962,1169,9079,wilson bruno naval costa eduardo,sc braga,77,ricardo jorge da luz horta,sc braga,76,0
74504,3191,8453,jeremiah st. juste,feyenoord,73,jeremiah st. juste,feyenoord,73,1
70934,3073,8749,gianluca caprari,sampdoria,73,ricardo alvarez,sampdoria,75,0
74451,3716,8739,nuno miguel jeronimo sequeira,sc braga,72,diogo jose figueiras,sc braga,74,0
27912,761,9430,john stones,manchester city,79,john stones,manchester city,79,1
44584,1789,8862,dejan damjanovic,fc seoul,75,dejan damjanovic,fc seoul,75,1
13110,278,206,taison barcellos freda,shakhtar donetsk,82,taison barcellos freda,shakhtar donetsk,82,1
70297,3162,8475,uros urevic,olympiacos cfp,73,uros urevic,olympiacos cfp,73,1
29059,174,9715,antonio valencia,manchester united,83,alexis sanchez,manchester united,89,0
40321,1030,9473,romain alessandrini,la galaxy,78,giovani dos santos,la galaxy,79,0
4700,736,412,mahmoud dahoud,borussia dortmund,79,mahmoud dahoud,borussia dortmund,79,1
9396,179,178,morgan schneiderlin,everton,83,morgan schneiderlin,everton,83,1
269,225,25,jose paulo bezerra m. junior,fc barcelona,83,philippe coutinho correia,fc barcelona,87,0
41819,798,9352,rodrigo palacio,bologna,78,rodrigo palacio,bologna,78,1
75650,2170,8187,antonin barak,udinese,75,antonin barak,udinese,72,0
20896,678,4639,stefan radu,lazio,79,mamadou tounkara,lazio,65,0
56225,3746,1799,hernan fredes,defensa y justicia,72,hernan fredes,defensa y justicia,72,1
82541,2581,8583,besart berisha,melbourne victory,74,besart berisha,melbourne victory,74,1
38782,1373,9038,jurgen damm,tigres u.a.n.l.,76,jurgen damm,tigres u.a.n.l.,76,1
48624,2837,1681,dan gosling,bournemouth,73,dan gosling,bournemouth,73,1
19632,1735,1064,aiden mcgeady,sunderland,75,aiden mcgeady,sunderland,75,1
80075,2231,8650,shin wook kim,jeonbuk hyundai motors,74,shin wook kim,jeonbuk hyundai motors,74,1
19939,1694,844,andy delort,toulouse football club,76,andy delort,toulouse football club,76,1
79246,3198,8457,brandley kuwas,heracles almelo,73,brandley kuwas,heracles almelo,73,1
36588,1665,8966,admir mehmedi,bayer 04 leverkusen,76,admir mehmedi,bayer 04 leverkusen,76,1
13767,1504,1658,jamaal lascelles,newcastle united,76,jamaal lascelles,newcastle united,73,0
56391,3636,1863,lars veldwijk,fc groningen,72,lars veldwijk,fc groningen,72,1
10937,513,339,iago falque silva,torino,80,iago falque silva,torino,80,1
66628,2967,6542,christopher schindler,huddersfield town,73,collin quaner,huddersfield town,68,0
42576,1783,8854,fernando lopes dos santos varela,paok,75,fernando lopes dos santos varela,paok,75,1
52760,2347,1180,filipe augusto carvalho souza,sl benfica,74,ruben santos gato alves dias,sl benfica,74,0
45220,3072,1734,james tarkowski,burnley,73,james tarkowski,burnley,73,1
32185,556,9544,alejandro grimaldo garcia,sl benfica,80,alejandro grimaldo garcia,sl benfica,80,1
30925,127,9678,kevin strootman,roma,84,kostas manolas,roma,84,0
63501,3631,2851,kevin stewart,hull city,72,stephen kingsley,hull city,70,0
39283,1029,9407,david neres campos,ajax,78,david neres campos,ajax,78,1
70508,3595,8104,abdoulay diaby,club brugge kv,72,abdoulay diaby,club brugge kv,72,1
29188,591,9522,jesse lingard,manchester united,80,daley blind,manchester united,80,0
80336,2241,8656,juan villar vazquez,cd tenerife,74,juan villar vazquez,cd tenerife,74,1
83565,3343,8010,manuel del moral fernandez,cd numancia,72,manuel del moral fernandez,cd numancia,72,1
49526,3356,2009,raffaele palladino,genoa,72,raffaele palladino,genoa,72,1
59556,3077,4765,ariel rojas,river plate,73,denis rodriguez,river plate,65,0
41869,1690,9063,mattia destro,bologna,76,mattia destro,bologna,76,1
16468,995,889,emanuele giaccherini,chievo verona,78,riccardo meggiorini,chievo verona,76,0
27728,41,9716,david josue jimenez silva,manchester city,87,david josue jimenez silva,manchester city,89,0
77084,2059,8908,joris gnagnon,stade rennais fc,75,joris gnagnon,stade rennais fc,75,1
79521,2198,8634,nelson miguel castro oliveira,norwich city,74,nelson miguel castro oliveira,norwich city,74,1
19050,1222,1501,ricardo jose araujo ferreira,sc braga,77,ricardo sousa esgaio,sc braga,73,0
16187,544,782,eric fernando botteghin,feyenoord,80,jan-arie van der heijden,feyenoord,76,0
50175,2777,1607,silvestre goncalves varela,kayserispor,73,silvestre goncalves varela,kayserispor,73,1
27348,35,8509,edinson cavani,paris saint-germain,88,giovani lo celso,paris saint-germain,74,0
71130,1905,8817,nemanja nikolic,chicago fire soccer club,75,nemanja nikolic,chicago fire soccer club,75,1
55103,2877,1581,ruslan kambolov,rubin kazan,73,ruslan kambolov,rubin kazan,73,0
12843,463,511,manuel h. tavares fernandes,lokomotiv moscow,80,jefferson farfan,lokomotiv moscow,78,0
58720,1937,2541,amato ciciretti,benevento,75,lorenzo venuti,benevento,70,0
48714,2341,1247,stefan ristovski,sporting cp,74,stefan ristovski,sporting cp,74,1
74495,2435,8714,sofyan amrabat,feyenoord,74,sofyan amrabat,feyenoord,74,1
78863,3579,8098,kasper kusk,fc kbenhavn,72,kasper kusk,fc kbenhavn,72,1
9249,973,133,vincent koziello,ogc nice,78,mario balotelli,ogc nice,83,0
23510,1372,3715,renan bardini bressan,chaves,76,jefferson de jesus santos,chaves,67,0
79851,2490,9308,marcio gonzaga de azevedo,paok,74,omar el kaddouri,paok,78,0
51579,2047,1027,andres ibarguen,racing club,75,andres ibarguen,racing club,75,1
78531,2111,8661,diego rigonato rodrigues,stade de reims,75,diego rigonato rodrigues,stade de reims,74,0
8334,877,324,guido burgstaller,fc schalke 04,78,nabil bentaleb,fc schalke 04,80,0
76778,2783,8277,miguel angel de las cuevas,ca osasuna,73,miguel angel de las cuevas,ca osasuna,73,1
12039,1677,878,tony jantschke,borussia monchengladbach,76,tony jantschke,borussia monchengladbach,76,1
77363,3143,8394,mbwana ally samatta,krc genk,73,clinton mukoni mata pedro lourenco,krc genk,73,0
28882,493,9523,ignacio monreal eraso,arsenal,80,sead kolasinac,arsenal,80,0
54968,2249,1285,fabio ricardo gomes fonseca,boavista fc,74,fabio ricardo gomes fonseca,boavista fc,74,1
6647,566,156,youri tielemans,as monaco football club sa,80,thomas lemar,as monaco football club sa,83,0
40049,907,8614,sergi darder moll,rcd espanyol,78,sergio sanchez ortega,rcd espanyol,74,0
72899,3167,8262,isaac success,watford,73,isaac success,watford,73,1
34586,1345,9413,cristiano piccini,sporting cp,76,cristiano piccini,sporting cp,78,0
33239,1468,9398,carlos soler barragan,valencia cf,76,carlos soler barragan,valencia cf,78,0
47231,2467,1194,amath ndiaye diedhiou,getafe cf,74,amath ndiaye diedhiou,getafe cf,74,1
41868,1690,9007,mattia destro,bologna,76,sebastian de maio,bologna,76,0
7476,309,240,manuel trigueros munoz,villarreal cf,82,manuel trigueros munoz,villarreal cf,82,1
7566,954,329,ruben afonso borges semedo,villarreal cf,78,roberto soriano,villarreal cf,80,0
28773,15,9717,alexis sanchez,arsenal,89,alexis sanchez,arsenal,89,1
40307,475,9508,jonathan dos santos,la galaxy,80,jonathan dos santos,la galaxy,80,1
80428,2262,8542,antonino ragusa,sassuolo,74,antonino ragusa,sassuolo,74,1
54377,2584,743,leonardo de matos cruz,paok,74,mauricio jose da silveira junior,paok,76,0
78085,2097,8496,haris seferovic,sl benfica,75,haris seferovic,sl benfica,74,0
79282,2379,9116,alexander djiku,stade malherbe caen,74,alexander djiku,stade malherbe caen,76,0
31810,419,9574,morgan sanson,olympique de marseille,81,morgan sanson,olympique de marseille,81,1
54136,2938,1549,ivo daniel f. mendonca pinto,norwich city,73,ivo daniel f. mendonca pinto,norwich city,73,1
80210,3677,8421,luciano da rocha neves,panathinaikos fc,72,lucas villafanez,panathinaikos fc,73,0
38762,1117,8062,rafael de souza pereira,tigres u.a.n.l.,77,israel jimenez,tigres u.a.n.l.,72,0
21601,1296,2986,renato steffen,vfl wolfsburg,77,marvin stefaniak,vfl wolfsburg,69,0
65642,3448,7136,jean-armel kana-biyik,kayserispor,72,erkan kas,kayserispor,69,0
64452,2872,5561,ashley westwood,burnley,73,fredrik ulvestad,burnley,66,0
41261,1461,9096,gaston pereiro,psv,76,gaston pereiro,psv,76,1
47096,2289,881,carles planas antolinez,girona fc,74,bernardo espinosa,girona fc,76,0
25076,1657,6802,dmitriy tarasov,lokomotiv moscow,76,mikhail lysov,lokomotiv moscow,68,0
78949,3225,8445,hernan menosse,granada cf,73,hernan menosse,granada cf,73,1
49788,2549,1175,guido carrillo,southampton,74,guido carrillo,southampton,74,1
13989,1420,757,carlos manuel cardoso mane,vfb stuttgart,76,carlos manuel cardoso mane,vfb stuttgart,76,1
63444,3525,2904,zarko tomasevic,kv oostende,72,nicolas rajsel,kv oostende,69,0
6283,211,154,mohamed salah,liverpool,83,mohamed salah,liverpool,83,1
35817,333,9517,thorgan hazard,borussia monchengladbach,82,thorgan hazard,borussia monchengladbach,80,0
65326,1969,5224,paulo sergio mota,chaves,75,joao filipe couto patrao,chaves,65,0
82111,2677,8581,levan mchedlidze,empoli,74,levan mchedlidze,empoli,74,1
38321,836,9425,jose holebas,watford,78,sebastian prodl,watford,79,0
82490,3033,8244,mike van der hoorn,swansea city,73,mike van der hoorn,swansea city,73,1
8649,774,388,goncalo manuel ganchinho guedes,valencia cf,79,goncalo manuel ganchinho guedes,valencia cf,79,1
40618,1577,7666,abraham gonzalez casanova,u.n.a.m.,76,david cabrera,u.n.a.m.,71,0
57663,3257,1480,juan martin lucero,club tijuana,73,juan martin lucero,club tijuana,73,1
77785,2843,8335,roman neustadter,fenerbahce sk,73,roman neustadter,fenerbahce sk,73,1
18673,1851,1541,jose alberto canas ruiz-herrera,paok,75,dimitrios pelkas,paok,73,0
13829,338,390,malcom filipe silva de oliveira,fc girondins de bordeaux,82,malcom filipe silva de oliveira,fc girondins de bordeaux,79,0
18460,1622,1097,adrian gonzalez morales,malaga cf,76,adalberto penaranda,malaga cf,75,0
55142,3566,1893,magomed ozdoev,rubin kazan,72,magomed ozdoev,rubin kazan,72,1
46711,2015,858,leo dubois,fc nantes,75,nicolas pallois,fc nantes,76,0
52335,2909,1692,nolan roux,football club de metz,73,nolan roux,football club de metz,73,1
43340,1667,9024,daniel brosinski,1. fsv mainz 05,76,daniel brosinski,1. fsv mainz 05,76,1
1641,244,87,fernando luiz rosa,manchester city,82,bernardo mota carvalho e silva,manchester city,84,0
71290,2489,9251,sergio sanchez ortega,rcd espanyol,74,carlos sanchez,rcd espanyol,77,0
