paul pogba,pogba,manchester united,france,88,premier league,25,191,85,83,76,90,68,90,68,73,66,91,76,75,76,85,78,88,86,66,82,88,90,86,85,85,88,79,71,61,73,68,79,83,86,right,87,91,37,paul pogba,paul pogba,manchester united,france,88,premier league,24,191,85,83,76,90,68,90,68,73,66,91,76,75,76,85,78,88,86,66,82,88,90,86,85,85,88,79,71,61,73,68,79,83,86,right,87,91,11
n'golo kante,kante,chelsea,france,87,premier league,26,168,87,71,54,79,89,79,91,82,75,77,81,90,83,56,80,84,75,85,66,84,72,49,80,79,76,67,65,90,54,81,66,49,84,right,77,94,50,n'golo kante,n'golo kanté,chelsea,france,87,premier league,26,168,87,71,54,79,89,79,91,82,75,77,81,90,83,56,80,84,75,85,66,84,72,49,80,79,76,67,65,90,54,81,66,49,84,right,77,94,12
harry kane,kane,tottenham hotspur,england,88,premier league,24,188,89,91,85,69,36,84,35,69,41,87,73,74,74,74,76,84,75,38,85,78,89,73,81,70,78,72,92,63,83,42,89,68,86,right,79,86,38,harry kane,harry kane,tottenham hotspur,england,88,premier league,24,188,89,91,85,69,36,84,35,69,41,87,73,74,74,74,76,84,75,38,85,78,89,73,81,70,78,72,92,63,83,42,89,68,86,right,79,86,13
n'golo kante,kante,chelsea,france,88,premier league,26,168,88,71,54,80,90,79,92,83,75,77,82,90,84,56,80,84,76,86,66,85,72,49,81,79,77,67,65,91,54,82,66,49,85,right,77,94,33,n'golo kante,n'golo kanté,chelsea,france,88,premier league,26,168,88,71,54,80,90,79,92,83,75,77,82,90,84,56,80,84,76,86,66,85,72,49,81,79,77,67,65,91,54,82,66,49,85,right,77,94,14
mats hummels,hummels,fc bayern munchen,germany,89,bundesliga,29,191,86,56,68,86,93,78,90,62,85,86,65,66,64,60,66,77,76,91,51,81,71,65,73,68,80,64,55,58,90,90,58,53,92,right,68,66,18,mats hummels,mats hummels,fc bayern munchen,germany,89,bundesliga,28,191,86,56,68,86,93,78,90,62,85,86,65,66,64,60,66,77,76,91,51,81,71,65,73,68,80,64,55,58,90,90,58,53,92,right,68,66,15
lionel messi,messi,fc barcelona,argentina,93,laliga santander,30,170,95,93,74,87,28,95,22,92,13,59,89,48,90,85,87,61,86,26,88,88,85,89,95,68,90,77,95,95,71,26,90,90,96,left,97,73,1,lionel messi,lionel messi,fc barcelona,argentina,93,laliga santander,30,170,95,93,74,87,28,95,22,92,13,59,89,48,90,85,87,61,86,26,88,88,85,89,95,68,90,77,95,95,71,26,90,90,96,left,97,73,16
ivan rakitic,rakitic,fc barcelona,croatia,87,laliga santander,30,184,79,80,78,92,65,87,69,67,52,63,65,67,72,80,64,66,86,53,88,87,84,88,82,44,87,81,83,66,58,60,84,84,81,right,84,76,42,ivan rakitic,ivan rakitić,fc barcelona,croatia,87,laliga santander,29,184,79,80,78,92,65,87,69,67,52,63,65,67,72,80,64,66,86,53,88,87,84,88,82,44,87,81,83,66,58,60,84,84,81,right,84,76,17
paul pogba,pogba,manchester united,france,87,premier league,25,191,84,83,76,88,68,89,68,72,66,91,74,75,76,85,76,88,84,66,82,86,90,84,84,85,86,78,71,61,73,68,79,82,85,right,86,91,48,paul pogba,paul pogba,manchester united,france,87,premier league,24,191,84,83,76,88,68,89,68,72,66,91,74,75,76,85,76,88,84,66,82,86,90,84,84,85,86,78,71,61,73,68,79,82,85,right,86,91,18
edinson cavani,cavani,paris saint-germain,uruguay,87,ligue 1 conforama,31,184,91,92,84,50,45,80,48,75,24,74,77,84,81,84,78,81,72,27,78,78,85,75,80,88,77,70,83,59,88,42,83,74,83,right,80,92,45,edinson cavani,edinson cavani,paris saint-germain,uruguay,87,ligue 1,30,184,91,92,84,50,45,80,48,75,24,74,77,84,81,84,78,81,72,27,78,78,85,75,80,88,77,70,83,59,88,42,83,74,83,right,80,92,19
dries mertens,mertens,napoli,belgium,87,calcio a,30,169,85,86,78,75,40,88,36,93,30,42,90,60,95,70,87,56,81,40,81,83,80,83,90,61,84,78,86,93,35,36,83,78,81,right,90,76,54,dries mertens,dries mertens,napoli,belgium,87,calcio a,30,171,85,86,78,75,40,88,36,93,30,42,90,60,95,70,87,56,81,40,81,83,80,83,90,61,84,78,86,93,35,36,83,78,81,right,90,76,20
lorenzo insigne,insigne,napoli,italy,87,calcio a,26,163,81,86,63,74,24,92,26,94,16,44,90,34,98,77,86,51,84,22,83,85,72,85,91,54,89,85,75,95,56,25,77,78,79,right,89,76,52,lorenzo insigne,lorenzo insigne,napoli,italy,87,calcio a,26,163,81,86,63,74,24,92,26,94,16,44,90,34,98,77,86,51,84,22,83,85,72,85,91,54,89,85,75,95,56,25,77,78,79,right,89,76,21
thiago emiliano da silva,thiago silva,paris saint-germain,brazil,88,ligue 1 conforama,33,183,84,59,71,81,89,80,89,70,90,81,72,77,74,63,74,79,73,88,71,79,74,61,74,93,74,60,38,68,82,88,56,67,83,right,68,74,23,thiago emiliano da silva,thiago silva,paris saint-germain,brazil,88,ligue 1,33,183,84,59,71,81,89,80,89,70,90,81,72,77,74,63,74,79,73,88,71,79,74,61,74,93,74,60,38,68,82,88,56,67,83,right,68,74,22
zlatan ibrahimovic,ibrahimovic,manchester united,sweden,88,premier league,36,195,86,86,91,76,41,88,20,63,15,88,65,84,81,90,67,82,81,27,85,84,91,82,82,69,83,76,87,41,80,32,88,82,91,right,82,71,22,zlatan ibrahimovic,zlatan ibrahimović,manchester united,sweden,88,premier league,35,195,86,86,91,76,41,88,20,63,15,88,65,84,81,90,67,82,81,27,85,84,91,82,82,69,83,76,87,41,80,32,88,82,91,right,82,71,24
philippe coutinho correia,coutinho,fc barcelona,brazil,87,laliga santander,25,171,81,85,65,78,44,89,30,88,24,61,82,55,93,76,77,65,84,40,88,86,82,85,89,59,88,77,75,93,47,35,80,82,85,right,89,81,55,philippe coutinho correia,coutinho,fc barcelona,brazil,87,laliga santander,25,171,81,85,65,78,44,89,30,88,24,61,82,55,93,76,77,65,84,40,88,86,82,85,89,59,88,77,75,93,47,35,80,82,85,right,89,81,25
sergio busquets burgos,sergio busquets,fc barcelona,spain,87,laliga santander,29,189,86,80,63,79,85,84,86,48,81,77,40,85,61,46,34,81,79,80,56,88,64,66,78,66,84,62,63,57,68,82,62,68,92,right,77,88,51,sergio busquets burgos,sergio busquets,fc barcelona,spain,87,laliga santander,29,189,86,80,63,79,85,84,86,48,81,77,40,85,61,46,34,81,79,80,56,88,64,66,78,66,84,62,63,57,68,82,62,68,92,right,77,88,26
pierre-emerick aubameyang,aubameyang,borussia dortmund,gabon,88,premier league,28,187,87,89,79,64,25,82,48,95,28,77,96,43,77,86,96,71,75,36,79,77,81,78,81,77,77,77,88,70,79,37,84,74,84,right,82,79,29,pierre-emerick aubameyang,pierre-emerick aubame...,borussia dortmund,gabon,88,bundesliga,28,187,87,89,79,64,25,82,48,95,28,77,96,43,77,86,96,71,75,36,79,77,81,78,81,77,77,77,88,70,79,37,84,74,84,right,82,79,27
paulo dybala,dybala,juventus,argentina,88,calcio a,24,177,84,84,86,71,20,93,24,88,14,65,86,48,91,88,84,67,81,20,88,83,82,88,91,75,84,80,85,85,68,24,85,84,84,left,92,83,32,paulo dybala,paulo dybala,juventus,argentina,88,calcio a,23,177,84,84,86,71,20,93,24,88,14,65,86,48,91,88,84,67,81,20,88,83,82,88,91,75,84,80,85,85,68,24,85,84,84,left,92,83,28
jordi alba ramos,jordi alba,fc barcelona,spain,87,laliga santander,28,170,83,78,59,71,85,84,84,93,82,61,93,77,91,60,93,74,77,84,66,81,64,79,83,83,69,84,74,87,63,82,70,65,75,left,80,92,53,jordi alba ramos,jordi alba,fc barcelona,spain,87,laliga santander,28,170,83,78,59,71,85,84,84,93,82,61,93,77,91,60,93,74,77,84,66,81,64,79,83,83,69,84,74,87,63,82,70,65,75,left,80,92,29
antoine griezmann,griezmann,atletico madrid,france,88,laliga santander,26,174,90,91,71,75,22,86,35,87,23,61,86,69,90,87,86,68,78,11,82,79,81,84,87,87,76,82,88,80,80,30,85,75,86,left,87,76,31,antoine griezmann,antoine griezmann,atletico madrid,france,88,laliga santander,26,174,90,91,71,75,22,86,35,87,23,61,86,69,90,87,86,68,78,11,82,79,81,84,87,87,76,82,88,80,80,30,85,75,86,left,87,76,31
jerome boateng,boateng,fc bayern munchen,germany,88,bundesliga,29,192,82,47,46,80,91,71,83,72,88,91,75,82,58,53,78,84,72,90,58,75,79,56,68,75,76,69,34,53,85,88,50,31,86,right,67,74,27,jerome boateng,jérôme boateng,fc bayern munchen,germany,88,bundesliga,29,192,82,47,46,80,91,71,83,72,88,91,75,82,58,53,78,84,72,90,58,75,79,56,68,75,76,69,34,53,85,88,50,31,86,right,67,74,32
mats hummels,hummels,fc bayern munchen,germany,88,bundesliga,29,191,85,56,68,85,92,77,89,62,85,85,64,66,64,60,65,76,75,90,51,80,71,65,72,68,79,64,55,58,89,89,58,53,91,right,68,66,25,mats hummels,mats hummels,fc bayern munchen,germany,88,bundesliga,28,191,85,56,68,85,92,77,89,62,85,85,64,66,64,60,65,76,75,90,51,80,71,65,72,68,79,64,55,58,89,89,58,53,91,right,68,66,33
arjen robben,robben,fc bayern munchen,holland,88,bundesliga,34,180,87,85,80,71,26,89,39,87,29,67,86,47,89,86,86,63,81,26,88,84,87,87,90,61,83,80,85,91,51,32,86,81,86,left,92,68,21,arjen robben,arjen robben,fc bayern munchen,netherlands,88,bundesliga,33,180,87,85,80,71,26,89,39,87,29,67,86,47,89,86,86,63,81,26,88,84,87,87,90,61,83,80,85,91,51,32,86,81,86,left,92,68,34
thiago alcantara,thiago,fc bayern munchen,spain,88,bundesliga,26,174,84,83,75,90,64,92,78,77,49,59,72,57,90,90,68,63,85,62,82,91,75,85,90,75,86,72,69,86,58,62,75,77,83,right,90,75,30,thiago alcantara,thiago,fc bayern munchen,spain,88,bundesliga,26,174,84,83,75,90,64,92,78,77,49,59,72,57,90,90,68,63,85,62,82,91,75,85,90,75,86,72,69,86,58,62,75,77,83,right,90,75,35
leonardo bonucci,bonucci,milan,italy,88,calcio a,30,190,86,38,70,85,88,75,90,62,84,85,68,82,60,58,72,81,70,88,65,79,74,56,71,85,74,44,39,52,88,87,54,61,84,right,69,73,28,leonardo bonucci,leonardo bonucci,milan,italy,88,calcio a,30,190,86,38,70,85,88,75,90,62,84,85,68,82,60,58,72,81,70,88,65,79,74,56,71,85,74,44,39,52,88,87,54,61,84,right,69,73,36
miralem pjanic,pjanic,juventus,bosnia and herzegovina,86,calcio a,27,180,84,70,79,85,74,89,78,74,65,65,74,68,79,72,74,70,87,69,82,90,78,87,86,61,89,80,61,79,63,71,70,92,84,right,86,79,81,miralem pjanic,miralem pjanić,juventus,bosnia herzegovina,86,calcio a,27,180,84,70,79,85,74,89,78,74,65,65,74,68,79,72,74,70,87,69,82,90,78,87,86,61,89,80,61,79,63,71,70,92,84,right,86,79,37
miralem pjanic,pjanic,juventus,bosnia and herzegovina,85,calcio a,27,180,84,70,79,85,70,89,74,74,62,65,74,68,79,72,74,69,86,66,82,89,78,86,86,61,88,80,61,79,60,67,70,91,84,right,86,78,92,miralem pjanic,miralem pjanić,juventus,bosnia herzegovina,86,calcio a,27,180,84,70,79,85,74,89,78,74,65,65,74,68,79,72,74,70,87,69,82,90,78,87,86,61,89,80,61,79,63,71,70,92,84,right,86,79,37
toby alderweireld,alderweireld,tottenham hotspur,belgium,86,premier league,29,187,86,56,60,81,90,70,84,62,89,82,66,81,60,38,69,80,72,85,66,77,86,63,66,81,67,64,45,50,82,87,58,69,81,right,62,76,67,toby alderweireld,toby alderweireld,tottenham hotspur,belgium,86,premier league,28,187,86,56,60,81,90,70,84,62,89,82,66,81,60,38,69,80,72,85,66,77,86,63,66,81,67,64,45,50,82,87,58,69,81,right,62,76,38
pierre-emerick aubameyang,aubameyang,arsenal,gabon,88,premier league,28,187,87,89,79,64,25,82,48,95,28,77,96,43,77,86,96,71,75,36,79,77,81,78,81,77,77,77,88,70,79,37,84,74,84,right,82,79,34,pierre-emerick aubameyang,pierre-emerick aubame...,arsenal,gabon,88,premier league,28,187,87,89,79,64,25,82,48,95,28,77,96,43,77,86,96,71,75,36,79,77,81,78,81,77,77,77,88,70,79,37,84,74,84,right,82,79,39
david josue jimenez silva,david silva,manchester city,spain,87,premier league,32,173,84,81,73,79,44,90,43,72,25,56,68,51,92,79,65,61,87,29,73,91,71,82,87,66,92,83,71,89,54,38,72,75,92,left,84,78,41,david josue jimenez silva,david silva,manchester city,spain,87,premier league,31,173,84,81,73,79,44,90,43,72,25,56,68,51,92,79,65,61,87,29,73,91,71,82,87,66,92,83,71,89,54,38,72,75,92,left,84,78,40
cesar azpilicueta tanco,azpilicueta,chelsea,spain,86,premier league,28,178,86,62,66,77,89,79,85,78,88,73,79,81,75,51,79,79,77,88,60,83,68,68,74,76,70,81,46,73,76,87,55,60,78,right,69,89,83,cesar azpilicueta tanco,azpilicueta,chelsea,spain,86,premier league,28,178,86,62,66,77,89,79,85,78,88,73,79,81,75,51,79,79,77,88,60,83,68,68,74,76,70,81,46,73,76,87,55,60,78,right,69,89,41
ciro immobile,immobile,lazio,italy,85,calcio a,28,185,89,89,78,49,33,83,40,78,31,77,83,81,80,83,87,78,62,32,78,71,89,71,82,81,63,55,89,66,75,38,86,51,85,right,80,74,110,ciro immobile,ciro immobile,lazio,italy,85,calcio a,27,185,89,89,78,49,33,83,40,78,31,77,83,81,80,83,87,78,62,32,78,71,89,71,82,81,63,55,89,66,75,38,86,51,85,right,80,74,43
carlos henrique venancio casimiro,casemiro,real madrid,brazil,85,laliga santander,26,184,83,66,66,84,87,78,86,63,83,85,62,87,66,53,61,86,74,86,77,82,86,59,72,87,76,52,59,57,74,84,68,74,86,right,69,85,101,carlos henrique venancio casimiro,casemiro,real madrid cf,brazil,85,laliga santander,25,184,83,66,66,84,87,78,86,63,83,85,62,87,66,53,61,86,74,86,77,82,86,59,72,87,76,52,59,57,74,84,68,74,86,right,69,85,44
romelu lukaku,lukaku,manchester united,belgium,86,premier league,24,190,85,87,82,68,30,75,27,76,27,93,83,72,62,76,89,84,70,30,75,71,88,72,74,71,73,68,89,47,87,34,85,66,84,left,77,80,73,romelu lukaku,romelu lukaku,manchester united,belgium,86,premier league,24,190,85,87,82,68,30,75,27,76,27,93,83,72,62,76,89,84,70,30,75,71,88,72,74,71,73,68,89,47,87,34,85,66,84,left,77,80,45
james rodriguez,rodriguez,fc bayern munchen,colombia,86,bundesliga,26,180,84,80,81,80,42,85,55,77,25,70,76,65,82,91,75,68,85,30,91,84,86,87,83,54,86,88,82,75,62,40,85,86,87,left,83,68,76,james rodriguez,james rodríguez,fc bayern munchen,colombia,86,bundesliga,26,180,84,80,81,80,42,85,55,77,25,70,76,65,82,91,75,68,85,30,91,84,86,87,83,54,86,88,82,75,62,40,85,86,87,left,83,68,46
angel di maria,di maria,paris saint-germain,argentina,85,ligue 1 conforama,30,180,80,82,73,79,59,85,38,86,37,60,86,73,92,77,86,68,82,56,77,83,83,78,85,72,81,85,74,79,53,47,77,72,82,left,86,78,93,angel di maria,Ángel di maría,paris saint-germain,argentina,85,ligue 1,29,180,80,82,73,79,59,85,38,86,37,60,86,73,92,77,86,68,82,56,77,83,83,78,85,72,81,85,74,79,53,47,77,72,82,left,86,78,47
mauro icardi,icardi,inter,argentina,86,calcio a,25,181,85,91,79,54,22,79,23,75,18,76,79,56,75,82,81,72,61,22,71,73,82,58,78,94,64,46,91,78,90,28,85,45,84,right,75,72,85,mauro icardi,mauro icardi,inter,argentina,86,calcio a,24,181,85,91,79,54,22,79,23,75,18,76,79,56,75,82,81,72,61,22,71,73,82,58,78,94,64,46,91,78,90,28,85,45,84,right,75,72,48
alexandre lacazette,lacazette,arsenal,france,85,premier league,26,175,85,87,84,59,42,84,40,84,23,79,86,70,87,82,87,77,71,30,76,79,81,74,85,76,74,64,87,84,72,38,83,71,86,right,85,80,99,alexandre lacazette,alexandre lacazette,arsenal,france,85,premier league,26,175,85,87,84,59,42,84,40,84,23,79,86,70,87,82,87,77,71,30,76,79,81,74,85,76,74,64,87,84,72,38,83,71,86,right,85,80,49
jorge resurreccion,koke,atletico madrid,spain,85,laliga santander,26,178,84,80,59,85,68,86,66,74,65,76,72,71,77,56,70,76,86,52,81,86,84,85,81,61,89,84,71,78,62,65,75,76,75,right,80,82,105,jorge resurreccion,koke,atletico madrid,spain,85,laliga santander,25,178,84,80,59,85,68,86,66,74,65,76,72,71,77,56,70,76,86,52,81,86,84,85,81,61,89,84,71,78,62,65,75,76,75,right,80,82,50
henrikh mkhitaryan,mkhitaryan,arsenal,armenia,85,premier league,29,177,82,82,72,72,53,87,64,88,49,63,86,69,89,81,84,70,80,55,75,84,87,83,86,71,85,79,77,85,53,54,79,64,79,right,87,86,104,henrikh mkhitaryan,henrikh mkhitaryan,arsenal,armenia,85,premier league,28,177,82,82,72,72,53,87,64,88,49,63,86,69,89,81,84,70,80,55,75,84,87,83,86,71,85,79,77,85,53,54,79,64,79,right,87,86,51
mohamed salah,salah,liverpool,egypt,85,premier league,25,175,82,87,64,66,43,88,55,93,37,66,93,68,87,74,93,72,76,41,65,81,74,71,87,76,80,74,83,84,59,45,77,61,75,left,88,84,111,mohamed salah,mohamed salah,liverpool,egypt,85,premier league,25,175,82,87,64,66,43,88,55,93,37,66,93,68,87,74,93,72,76,41,65,81,74,71,87,76,80,74,83,84,59,45,77,61,75,left,88,84,52
fernando luiz rosa,fernandinho,manchester city,brazil,85,premier league,32,179,83,68,61,83,86,79,88,73,74,77,73,89,77,75,73,81,80,79,79,86,84,73,78,74,78,71,69,80,57,80,74,74,73,right,77,83,106,fernando luiz rosa,fernandinho,manchester city,brazil,85,premier league,32,179,83,68,61,83,86,79,88,73,74,77,73,89,77,75,73,81,80,79,79,86,84,73,78,74,78,71,69,80,57,80,74,74,73,right,77,83,53
medhi benatia,benatia,juventus,morocco,85,calcio a,30,190,78,39,42,66,87,65,84,72,87,90,74,83,59,32,76,83,55,84,25,66,61,34,65,83,47,45,47,51,80,86,44,27,78,right,64,68,108,medhi benatia,medhi benatia,juventus,morocco,85,calcio a,30,190,78,39,42,66,87,65,84,72,87,90,74,83,59,32,76,83,55,84,25,66,61,34,65,83,47,45,47,51,80,86,44,27,78,right,64,68,54
marco reus,reus,borussia dortmund,germany,86,bundesliga,28,180,87,86,87,80,36,85,50,86,30,67,88,49,86,88,90,64,84,46,88,86,87,90,85,72,86,80,86,81,49,39,87,84,83,right,86,68,68,marco reus,marco reus,borussia dortmund,germany,86,bundesliga,28,180,87,86,87,80,36,85,50,86,30,67,88,49,86,88,90,64,84,46,88,86,87,90,85,72,86,80,86,81,49,39,87,84,83,right,86,68,55
francisco roman alarcon suarez,isco,real madrid,spain,86,laliga santander,25,176,79,83,76,85,73,91,70,74,25,59,71,58,83,64,69,62,82,51,87,86,72,86,89,64,84,72,88,85,55,54,83,74,86,right,90,71,75,francisco roman alarcon suarez,isco,real madrid cf,spain,86,laliga santander,25,176,79,83,76,85,73,91,70,74,25,59,71,58,83,64,69,62,82,51,87,86,72,86,89,64,84,72,88,85,55,54,83,74,86,right,90,71,56
alvaro borja morata martin,morata,chelsea,spain,85,premier league,25,189,82,84,72,51,14,85,24,78,14,83,83,54,62,82,87,74,71,20,78,78,81,76,81,80,76,73,83,56,79,23,81,44,79,right,84,70,107,alvaro borja morata martin,morata,chelsea,spain,85,premier league,24,189,82,84,72,51,14,85,24,78,14,83,83,54,62,82,87,74,71,20,78,78,81,76,81,80,76,73,83,56,79,23,81,44,79,right,84,70,57
nicolas otamendi,otamendi,manchester city,argentina,85,premier league,30,183,80,50,45,68,85,66,87,62,82,80,63,91,71,58,64,82,61,86,58,73,71,51,58,87,46,53,54,64,85,85,58,40,87,right,42,76,109,nicolas otamendi,nicolás otamendi,manchester city,argentina,85,premier league,29,183,80,50,45,68,85,66,87,62,82,80,63,91,71,58,64,82,61,86,58,73,71,51,58,87,46,53,54,64,85,85,58,40,87,right,42,76,58
franck ribery,ribery,fc bayern munchen,france,86,bundesliga,34,170,86,81,78,75,25,90,36,85,13,60,82,52,88,80,79,58,83,26,75,86,76,83,89,34,86,81,76,91,41,25,76,81,86,right,90,64,57,franck ribery,franck ribéry,fc bayern munchen,france,86,bundesliga,34,170,86,81,78,75,25,90,36,85,13,60,82,52,88,80,79,58,83,26,75,86,76,83,89,34,86,81,76,91,41,25,76,81,86,right,90,64,59
radja nainggolan,nainggolan,roma,belgium,86,calcio a,29,176,87,88,63,81,86,85,86,80,78,76,78,88,81,75,76,83,78,88,86,84,84,73,82,76,76,73,76,84,59,81,80,68,85,right,80,94,64,radja nainggolan,radja nainggolan,roma,belgium,86,calcio a,29,176,87,88,63,81,86,85,86,80,78,76,78,88,81,75,76,83,78,88,86,84,84,73,82,76,76,73,76,84,59,81,80,68,85,right,80,94,60
sergio busquets burgos,sergio busquets,fc barcelona,spain,86,laliga santander,29,189,82,77,60,79,85,80,86,48,81,77,40,85,58,44,34,81,79,80,54,88,61,66,74,66,84,62,60,55,68,82,59,68,88,right,74,88,70,sergio busquets burgos,sergio busquets,fc barcelona,spain,86,laliga santander,29,189,82,77,60,79,85,80,86,48,81,77,40,85,58,44,34,81,79,80,54,88,61,66,74,66,84,62,60,55,68,82,59,68,88,right,74,88,61
sokratis papastathopoulos,sokratis,borussia dortmund,greece,86,bundesliga,29,186,81,50,33,64,90,58,80,71,88,86,78,91,62,46,84,84,55,86,48,64,79,36,61,87,52,47,44,68,87,87,52,35,82,right,58,74,61,sokratis papastathopoulos,sokratis,borussia dortmund,greece,86,bundesliga,29,186,81,50,33,64,90,58,80,71,88,86,78,91,62,46,84,84,55,86,48,64,79,36,61,87,52,47,44,68,87,87,52,35,82,right,58,74,62
alex sandro lobo silva,alex sandro,juventus,brazil,86,calcio a,27,181,86,70,60,71,84,81,82,84,78,80,86,82,79,68,88,84,77,84,72,81,80,78,81,79,70,86,55,79,76,81,65,59,82,left,82,93,72,alex sandro lobo silva,alex sandro,juventus,brazil,86,calcio a,26,181,86,70,60,71,84,81,82,84,78,80,86,82,79,68,88,84,77,84,72,81,80,78,81,79,70,86,55,79,76,81,65,59,82,left,82,93,63
thomas muller,muller,fc bayern munchen,germany,86,bundesliga,28,186,92,93,60,68,41,82,58,76,31,67,77,57,76,83,78,71,77,44,77,81,77,81,78,81,81,77,87,72,82,46,82,59,83,right,75,90,71,thomas muller,thomas müller,fc bayern munchen,germany,86,bundesliga,28,186,92,93,60,68,41,82,58,76,31,67,77,57,76,83,78,71,77,44,77,81,77,81,78,81,81,77,87,72,82,46,82,59,83,right,75,90,64
